Body,Mass,Px,Py,Pz,Vx,Vy,Vz,Time
6,400.000000,-6936.610426,-917.689600,0.000000,0.166466,-1.185143,0.000000,770.000000
7,150.000000,7952.144617,859.295095,0.000000,-0.125768,1.111733,0.000000,770.000000
0,100000.000000,0.744768,0.618594,0.000000,0.001462,0.002344,0.000000,780.000000
1,500.000000,1295.473631,1539.961073,0.000000,-1.710061,1.452437,0.000000,780.000000
2,750.000000,-2674.908618,-1372.489501,0.000000,0.827940,-1.625407,0.000000,780.000000
3,25.000000,3811.406763,1214.568228,0.000000,-0.485426,1.507595,0.000000,780.000000
4,300.000000,-4877.505984,-1094.463388,0.000000,0.316498,-1.380585,0.000000,780.000000
5,200.000000,5916.398449,1002.435210,0.000000,-0.216533,1.273054,0.000000,780.000000
6,400.000000,-6934.945764,-929.541025,0.000000,0.168610,-1.184882,0.000000,780.000000
7,150.000000,7950.886939,870.412429,0.000000,-0.127393,1.111568,0.000000,780.000000
0,100000.000000,0.759392,0.642034,0.000000,0.001458,0.002399,0.000000,790.000000
1,500.000000,1278.373023,1554.485446,0.000000,-1.725990,1.433498,0.000000,790.000000
2,750.000000,-2666.629216,-1388.743569,0.000000,0.837716,-1.620336,0.000000,790.000000
3,25.000000,3806.552505,1229.644175,0.000000,-0.491428,1.505694,0.000000,790.000000
4,300.000000,-4874.341009,-1108.269239,0.000000,0.320471,-1.379716,0.000000,790.000000
5,200.000000,5914.233119,1015.165751,0.000000,-0.219278,1.272588,0.000000,790.000000
6,400.000000,-6933.259661,-941.389846,0.000000,0.170754,-1.184618,0.000000,790.000000
7,150.000000,7949.613013,881.528111,0.000000,-0.129017,1.111401,0.000000,790.000000
0,100000.000000,0.773968,0.666021,0.000000,0.001452,0.002454,0.000000,800.000000
1,500.000000,1261.113122,1568.820422,0.000000,-1.741704,1.414385,0.000000,800.000000
2,750.000000,-2658.252060,-1404.946924,0.000000,0.847460,-1.615205,0.000000,800.000000
3,25.000000,3801.638226,1244.701119,0.000000,-0.497422,1.503770,0.000000,800.000000
4,300.000000,-4871.136295,-1122.066394,0.000000,0.324442,-1.378835,0.000000,800.000000
5,200.000000,5912.040336,1027.891630,0.000000,-0.222022,1.272116,0.000000,800.000000
6,400.000000,-6931.552125,-953.236029,0.000000,0.172896,-1.184351,0.000000,800.000000
7,150.000000,7948.322843,892.642117,0.000000,-0.130641,1.111231,0.000000,800.000000
0,100000.000000,0.788488,0.690559,0.000000,0.001446,0.002509,0.000000,810.000000
1,500.000000,1243.696078,1582.964276,0.000000,-1.757202,1.395103,0.000000,810.000000
2,750.000000,-2649.777464,-1421.098974,0.000000,0.857172,-1.610015,0.000000,810.000000
3,25.000000,3796.664006,1259.738823,0.000000,-0.503408,1.501822,0.000000,810.000000
4,300.000000,-4867.891873,-1135.854741,0.000000,0.328410,-1.377943,0.000000,810.000000
5,200.000000,5909.820112,1040.612786,0.000000,-0.224765,1.271637,0.000000,810.000000
6,400.000000,-6929.823162,-965.079540,0.000000,0.175038,-1.184080,0.000000,810.000000
7,150.000000,7947.016430,903.754428,0.000000,-0.132265,1.111059,0.000000,810.000000
0,100000.000000,0.802944,0.715651,0.000000,0.001438,0.002565,0.000000,820.000000
1,500.000000,1226.124062,1596.915306,0.000000,-1.772480,1.375653,0.000000,820.000000
2,750.000000,-2641.205746,-1437.199126,0.000000,0.866852,-1.604767,0.000000,820.000000
3,25.000000,3791.629927,1274.757046,0.000000,-0.509386,1.499851,0.000000,820.000000
4,300.000000,-4864.607775,-1149.634169,0.000000,0.332374,-1.377040,0.000000,820.000000
5,200.000000,5907.572458,1053.329160,0.000000,-0.227507,1.271153,0.000000,820.000000
6,400.000000,-6928.072778,-976.920343,0.000000,0.177180,-1.183806,0.000000,820.000000
7,150.000000,7945.693779,914.865020,0.000000,-0.133889,1.110885,0.000000,820.000000
0,100000.000000,0.817328,0.741300,0.000000,0.001430,0.002621,0.000000,830.000000
1,500.000000,1208.399262,1610.671838,0.000000,-1.787538,1.356038,0.000000,830.000000
2,750.000000,-2632.537227,-1453.246792,0.000000,0.876499,-1.599459,0.000000,830.000000
3,25.000000,3786.536070,1289.755552,0.000000,-0.515355,1.497855,0.000000,830.000000
4,300.000000,-4861.284031,-1163.404565,0.000000,0.336336,-1.376125,0.000000,830.000000
5,200.000000,5905.297386,1066.040692,0.000000,-0.230248,1.270663,0.000000,830.000000
6,400.000000,-6926.300981,-988.758405,0.000000,0.179320,-1.183529,0.000000,830.000000
7,150.000000,7944.354893,925.973872,0.000000,-0.135512,1.110709,0.000000,830.000000
0,100000.000000,0.831630,0.767512,0.000000,0.001421,0.002678,0.000000,840.000000
1,500.000000,1190.523885,1624.232221,0.000000,-1.802373,1.336261,0.000000,840.000000
2,750.000000,-2623.772232,-1469.241384,0.000000,0.886114,-1.594093,0.000000,840.000000
3,25.000000,3781.382519,1304.734101,0.000000,-0.521316,1.495836,0.000000,840.000000
4,300.000000,-4857.920674,-1177.165818,0.000000,0.340294,-1.375200,0.000000,840.000000
5,200.000000,5902.994906,1078.747322,0.000000,-0.232987,1.270167,0.000000,840.000000
6,400.000000,-6924.507778,-1000.593692,0.000000,0.181460,-1.183248,0.000000,840.000000
7,150.000000,7942.999774,937.080963,0.000000,-0.137135,1.110531,0.000000,840.000000
0,100000.000000,0.845843,0.794288,0.000000,0.001411,0.002734,0.000000,850.000000
1,500.000000,1172.500156,1637.594831,0.000000,-1.816984,1.316324,0.000000,850.000000
2,750.000000,-2614.911090,-1485.182318,0.000000,0.895696,-1.588669,0.000000,850.000000
3,25.000000,3776.169358,1319.692458,0.000000,-0.527269,1.493793,0.000000,850.000000
4,300.000000,-4854.517734,-1190.917816,0.000000,0.344249,-1.374263,0.000000,850.000000
5,200.000000,5900.665031,1091.448992,0.000000,-0.235726,1.269665,0.000000,850.000000
6,400.000000,-6922.693176,-1012.426169,0.000000,0.183599,-1.182963,0.000000,850.000000
7,150.000000,7941.628427,948.186272,0.000000,-0.138757,1.110350,0.000000,850.000000
0,100000.000000,0.859958,0.821633,0.000000,0.001401,0.002792,0.000000,860.000000
1,500.000000,1154.330317,1650.758069,0.000000,-1.831369,1.296229,0.000000,860.000000
2,750.000000,-2605.954132,-1501.069010,0.000000,0.905244,-1.583187,0.000000,860.000000
3,25.000000,3770.896670,1334.630383,0.000000,-0.533213,1.491726,0.000000,860.000000
4,300.000000,-4851.075244,-1204.660447,0.000000,0.348201,-1.373315,0.000000,860.000000
5,200.000000,5898.307773,1104.145641,0.000000,-0.238463,1.269157,0.000000,860.000000
6,400.000000,-6920.857181,-1024.255801,0.000000,0.185738,-1.182675,0.000000,860.000000
7,150.000000,7940.240855,959.289775,0.000000,-0.140379,1.110168,0.000000,860.000000
0,100000.000000,0.873965,0.849550,0.000000,0.001389,0.002849,0.000000,870.000000
1,500.000000,1136.016628,1663.720363,0.000000,-1.845526,1.275980,0.000000,870.000000
2,750.000000,-2596.901694,-1516.900880,0.000000,0.914758,-1.577647,0.000000,870.000000
3,25.000000,3765.564543,1349.547641,0.000000,-0.539148,1.489635,0.000000,870.000000
4,300.000000,-4847.593236,-1218.393599,0.000000,0.352149,-1.372356,0.000000,870.000000
5,200.000000,5895.923143,1116.837209,0.000000,-0.241199,1.268643,0.000000,870.000000
6,400.000000,-6918.999801,-1036.082555,0.000000,0.187876,-1.182384,0.000000,870.000000
7,150.000000,7938.837060,970.391452,0.000000,-0.142001,1.109983,0.000000,870.000000
0,100000.000000,0.887857,0.878041,0.000000,0.001377,0.002907,0.000000,880.000000
1,500.000000,1117.561366,1676.480166,0.000000,-1.859454,1.255579,0.000000,880.000000
2,750.000000,-2587.754116,-1532.677350,0.000000,0.924238,-1.572049,0.000000,880.000000
3,25.000000,3760.173062,1364.443994,0.000000,-0.545075,1.487521,0.000000,880.000000
4,300.000000,-4844.071743,-1232.117161,0.000000,0.356095,-1.371386,0.000000,880.000000
5,200.000000,5893.511153,1129.523638,0.000000,-0.243934,1.268123,0.000000,880.000000
6,400.000000,-6917.121043,-1047.906396,0.000000,0.190013,-1.182089,0.000000,880.000000
7,150.000000,7937.417047,981.491281,0.000000,-0.143623,1.109796,0.000000,880.000000
0,100000.000000,0.901625,0.907110,0.000000,0.001363,0.002965,0.000000,890.000000
1,500.000000,1098.966822,1689.035960,0.000000,-1.873151,1.235029,0.000000,890.000000
2,750.000000,-2578.511739,-1548.397844,0.000000,0.933683,-1.566394,0.000000,890.000000
3,25.000000,3754.722314,1379.319206,0.000000,-0.550993,1.485383,0.000000,890.000000
4,300.000000,-4840.510798,-1245.831021,0.000000,0.360036,-1.370405,0.000000,890.000000
5,200.000000,5891.071816,1142.204868,0.000000,-0.246667,1.267597,0.000000,890.000000
6,400.000000,-6915.220914,-1059.727289,0.000000,0.192149,-1.181791,0.000000,890.000000
7,150.000000,7935.980819,992.589240,0.000000,-0.145244,1.109607,0.000000,890.000000
0,100000.000000,0.915258,0.936760,0.000000,0.001349,0.003023,0.000000,900.000000
1,500.000000,1080.235308,1701.386251,0.000000,-1.886616,1.214332,0.000000,900.000000
2,750.000000,-2569.174909,-1564.061786,0.000000,0.943093,-1.560682,0.000000,900.000000
3,25.000000,3749.212388,1394.173041,0.000000,-0.556902,1.483222,0.000000,900.000000
4,300.000000,-4836.910433,-1259.535066,0.000000,0.363975,-1.369412,0.000000,900.000000
5,200.000000,5888.605145,1154.880839,0.000000,-0.249399,1.267065,0.000000,900.000000
6,400.000000,-6913.299423,-1071.545200,0.000000,0.194285,-1.181489,0.000000,900.000000
7,150.000000,7934.528379,1003.685308,0.000000,-0.146865,1.109415,0.000000,900.000000
0,100000.000000,0.928750,0.966994,0.000000,0.001334,0.003082,0.000000,910.000000
1,500.000000,1061.369148,1713.529572,0.000000,-1.899846,1.193491,0.000000,910.000000
2,750.000000,-2559.743977,-1579.668607,0.000000,0.952468,-1.554913,0.000000,910.000000
3,25.000000,3743.643372,1409.005262,0.000000,-0.562802,1.481037,0.000000,910.000000
4,300.000000,-4833.270684,-1273.229186,0.000000,0.367910,-1.368408,0.000000,910.000000
5,200.000000,5886.111150,1167.551491,0.000000,-0.252130,1.266527,0.000000,910.000000
6,400.000000,-6911.356575,-1083.360095,0.000000,0.196420,-1.181184,0.000000,910.000000
7,150.000000,7933.059730,1014.779463,0.000000,-0.148485,1.109222,0.000000,910.000000
0,100000.000000,0.942090,0.997813,0.000000,0.001318,0.003141,0.000000,920.000000
1,500.000000,1042.370683,1725.464486,0.000000,-1.912841,1.172509,0.000000,920.000000
2,750.000000,-2550.219295,-1595.217737,0.000000,0.961808,-1.549087,0.000000,920.000000
3,25.000000,3738.015356,1423.815636,0.000000,-0.568692,1.478829,0.000000,920.000000
4,300.000000,-4829.591583,-1286.913268,0.000000,0.371842,-1.367393,0.000000,920.000000
5,200.000000,5883.589846,1180.216766,0.000000,-0.254860,1.265984,0.000000,920.000000
6,400.000000,-6909.392378,-1095.171939,0.000000,0.198554,-1.180876,0.000000,920.000000
7,150.000000,7931.574878,1025.871684,0.000000,-0.150105,1.109026,0.000000,920.000000
0,100000.000000,0.955269,1.029221,0.000000,0.001301,0.003200,0.000000,930.000000
1,500.000000,1023.242271,1737.189579,0.000000,-1.925599,1.151389,0.000000,930.000000
2,750.000000,-2540.601220,-1610.708608,0.000000,0.971111,-1.543205,0.000000,930.000000
3,25.000000,3732.328431,1438.603925,0.000000,-0.574574,1.476597,0.000000,930.000000
4,300.000000,-4825.873165,-1300.587202,0.000000,0.375770,-1.366367,0.000000,930.000000
5,200.000000,5881.041243,1192.876603,0.000000,-0.257589,1.265434,0.000000,930.000000
6,400.000000,-6907.406841,-1106.980698,0.000000,0.200687,-1.180564,0.000000,930.000000
7,150.000000,7930.073824,1036.961948,0.000000,-0.151725,1.108829,0.000000,930.000000
0,100000.000000,0.968279,1.061221,0.000000,0.001283,0.003259,0.000000,940.000000
1,500.000000,1003.986281,1748.703467,0.000000,-1.938118,1.130133,0.000000,940.000000
2,750.000000,-2530.890111,-1626.140656,0.000000,0.980378,-1.537266,0.000000,940.000000
3,25.000000,3726.582688,1453.369896,0.000000,-0.580447,1.474342,0.000000,940.000000
4,300.000000,-4822.115465,-1314.250875,0.000000,0.379695,-1.365330,0.000000,940.000000
5,200.000000,5878.465356,1205.530943,0.000000,-0.260316,1.264878,0.000000,940.000000
6,400.000000,-6905.399971,-1118.786337,0.000000,0.202820,-1.180248,0.000000,940.000000
7,150.000000,7928.556572,1048.050233,0.000000,-0.153345,1.108629,0.000000,940.000000
0,100000.000000,0.981111,1.093814,0.000000,0.001264,0.003319,0.000000,950.000000
1,500.000000,984.605102,1760.004794,0.000000,-1.950397,1.108744,0.000000,950.000000
2,750.000000,-2521.086332,-1641.513318,0.000000,0.989608,-1.531272,0.000000,950.000000
3,25.000000,3720.778220,1468.113314,0.000000,-0.586310,1.472063,0.000000,950.000000
4,300.000000,-4818.318516,-1327.904176,0.000000,0.383616,-1.364282,0.000000,950.000000
5,200.000000,5875.862198,1218.179727,0.000000,-0.263042,1.264317,0.000000,950.000000
6,400.000000,-6903.371775,-1130.588822,0.000000,0.204951,-1.179930,0.000000,950.000000
7,150.000000,7927.023127,1059.136520,0.000000,-0.154964,1.108426,0.000000,950.000000
0,100000.000000,0.993755,1.127002,0.000000,0.001245,0.003379,0.000000,960.000000
1,500.000000,965.101133,1771.092229,0.000000,-1.962434,1.087224,0.000000,960.000000
2,750.000000,-2511.190249,-1656.826035,0.000000,0.998802,-1.525221,0.000000,960.000000
3,25.000000,3714.915120,1482.833945,0.000000,-0.592164,1.469761,0.000000,960.000000
4,300.000000,-4814.482354,-1341.546993,0.000000,0.387534,-1.363222,0.000000,960.000000
5,200.000000,5873.231780,1230.822896,0.000000,-0.265766,1.263749,0.000000,960.000000
6,400.000000,-6901.322261,-1142.388118,0.000000,0.207082,-1.179607,0.000000,960.000000
7,150.000000,7925.473492,1070.220784,0.000000,-0.156582,1.108222,0.000000,960.000000
0,100000.000000,1.006201,1.160788,0.000000,0.001224,0.003439,0.000000,970.000000
1,500.000000,945.476789,1781.964471,0.000000,-1.974229,1.065578,0.000000,970.000000
2,750.000000,-2501.202232,-1672.078249,0.000000,1.007958,-1.519116,0.000000,970.000000
3,25.000000,3708.993481,1497.531555,0.000000,-0.598008,1.467436,0.000000,970.000000
4,300.000000,-4810.607015,-1355.179215,0.000000,0.391448,-1.362152,0.000000,970.000000
5,200.000000,5870.574116,1243.460389,0.000000,-0.268490,1.263176,0.000000,970.000000
6,400.000000,-6899.251437,-1154.184191,0.000000,0.209213,-1.179281,0.000000,970.000000
7,150.000000,7923.907670,1081.303006,0.000000,-0.158200,1.108016,0.000000,970.000000
0,100000.000000,1.018442,1.195174,0.000000,0.001202,0.003499,0.000000,980.000000
1,500.000000,925.734498,1792.620247,0.000000,-1.985780,1.043806,0.000000,980.000000
2,750.000000,-2491.122656,-1687.269404,0.000000,1.017076,-1.512954,0.000000,980.000000
3,25.000000,3703.013398,1512.205910,0.000000,-0.603843,1.465087,0.000000,980.000000
4,300.000000,-4806.692533,-1368.800731,0.000000,0.395359,-1.361070,0.000000,980.000000
5,200.000000,5867.889220,1256.092148,0.000000,-0.271212,1.262597,0.000000,980.000000
6,400.000000,-6897.159311,-1165.977006,0.000000,0.211342,-1.178952,0.000000,980.000000
7,150.000000,7922.325666,1092.383163,0.000000,-0.159818,1.107807,0.000000,980.000000
0,100000.000000,1.030467,1.230161,0.000000,0.001180,0.003559,0.000000,990.000000
1,500.000000,905.876702,1803.058311,0.000000,-1.997085,1.021914,0.000000,990.000000
2,750.000000,-2480.951896,-1702.398949,0.000000,1.026156,-1.506738,0.000000,990.000000
3,25.000000,3696.974968,1526.856777,0.000000,-0.609668,1.462715,0.000000,990.000000
4,300.000000,-4802.738946,-1382.411428,0.000000,0.399266,-1.359977,0.000000,990.000000
5,200.000000,5865.177104,1268.718114,0.000000,-0.273932,1.262011,0.000000,990.000000
6,400.000000,-6895.045891,-1177.766529,0.000000,0.213471,-1.178620,0.000000,990.000000
7,150.000000,7920.727482,1103.461233,0.000000,-0.161436,1.107596,0.000000,990.000000
0,100000.000000,1.042267,1.265752,0.000000,0.001157,0.003620,0.000000,1000.000000
1,500.000000,885.905856,1813.277446,0.000000,-2.008143,0.999902,0.000000,1000.000000
2,750.000000,-2470.690332,-1717.466333,0.000000,1.035198,-1.500467,0.000000,1000.000000
3,25.000000,3690.878286,1541.483924,0.000000,-0.615484,1.460319,0.000000,1000.000000
4,300.000000,-4798.746288,-1396.011196,0.000000,0.403169,-1.358873,0.000000,1000.000000
5,200.000000,5862.437782,1281.338226,0.000000,-0.276651,1.261420,0.000000,1000.000000
6,400.000000,-6892.911184,-1189.552724,0.000000,0.215598,-1.178283,0.000000,1000.000000
7,150.000000,7919.113123,1114.537195,0.000000,-0.163053,1.107383,0.000000,1000.000000
